Mod:Item:MetaData, Localized Name
environmentaltech:hardened_stone_machine_base, Hardened Stone Machine Base
environmentaltech:controller_solar_1, Solar Panel Controller Tier 1
environmentaltech:controller_solar_2, Solar Panel Controller Tier 2
environmentaltech:controller_solar_3, Solar Panel Controller Tier 3
environmentaltech:controller_solar_4, Solar Panel Controller Tier 4
environmentaltech:controller_lightning_1, Lightning Rod Controller Tier 1
environmentaltech:controller_lightning_2, Lightning Rod Controller Tier 2
environmentaltech:controller_lightning_3, Lightning Rod Controller Tier 3
environmentaltech:controller_lightning_4, Lightning Rod Controller Tier 4
environmentaltech:controller_void_ore_miner_1, Void Ore Miner Controller Tier 1
environmentaltech:controller_void_ore_miner_2, Void Ore Miner Controller Tier 2
environmentaltech:controller_void_ore_miner_3, Void Ore Miner Controller Tier 3
environmentaltech:controller_void_ore_miner_4, Void Ore Miner Controller Tier 4
environmentaltech:controller_void_res_miner_1, Void Resource Miner Controller Tier 1
environmentaltech:controller_void_res_miner_2, Void Resource Miner Controller Tier 2
environmentaltech:controller_void_res_miner_3, Void Resource Miner Controller Tier 3
environmentaltech:controller_void_res_miner_4, Void Resource Miner Controller Tier 4
environmentaltech:controller_nano_bot_beacon_1, Nano Bot Beacon Controller Tier 1
environmentaltech:controller_nano_bot_beacon_2, Nano Bot Beacon Controller Tier 2
environmentaltech:controller_nano_bot_beacon_3, Nano Bot Beacon Controller Tier 3
environmentaltech:controller_nano_bot_beacon_4, Nano Bot Beacon Controller Tier 4
environmentaltech:solar_1, Solar Cell
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, Insulated Lightning Rod
environmentaltech:laser_core, Laser Core
environmentaltech:lens, Clear Lens
environmentaltech:lens_colored:0, White Lens
environmentaltech:lens_colored:1, Orange Lens
environmentaltech:lens_colored:2, Magenta Lens
environmentaltech:lens_colored:3, Light Blue Lens
environmentaltech:lens_colored:4, Yellow Lens
environmentaltech:lens_colored:5, Lime Lens
environmentaltech:lens_colored:6, Pink Lens
environmentaltech:lens_colored:7, Gray Lens
environmentaltech:lens_colored:8, Light Gray Lens
environmentaltech:lens_colored:9, Cyan Lens
environmentaltech:lens_colored:10, Purple Lens
environmentaltech:lens_colored:11, Blue Lens
environmentaltech:lens_colored:12, Brown Lens
environmentaltech:lens_colored:13, Green Lens
environmentaltech:lens_colored:14, Red Lens
environmentaltech:lens_colored:15, Black Lens
environmentaltech:modifier_core, Modifier Core
environmentaltech:modifier_speed_1, Speed Modifier
environmentaltech:modifier_piezo_1, Piezo Modifier
environmentaltech:modifier_accuracy_1, Accuracy Modifier
environmentaltech:modifier_flight, Flight Modifier
environmentaltech:modifier_night_vision, Night Vision Modifier
environmentaltech:modifier_haste, Haste Modifier
environmentaltech:modifier_strength, Strength Modifier
environmentaltech:modifier_water_breathing, Water Breathing
environmentaltech:modifier_regen, Regen Modifier
environmentaltech:modifier_saturation, Saturation Modifier
environmentaltech:modifier_resistance, Resistance Modifier
environmentaltech:modifier_jump_boost, Jump Boost Modifier
environmentaltech:modifier_fire_resistance, Fire Resistance Modifier
environmentaltech:launcher_1, Launcher
environmentaltech:chunk_loader_basic, Basic Chunk Loader [WIP]
environmentaltech:lens_item, Lens
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:ender_stabilized, Stabilized Ender Pearl
environmentaltech:lonsdaleite_shard, Lonsdaleite Shard
environmentaltech:digital_guide, Digital Guide [WIP]
everlastingabilities:abilityTotem, Ability Totem
everlastingabilities:abilityBottle, Ability Bottle
evilcraft:blockBlood:0, Blood
evilcraft:darkOre:0, Dark Ore
evilcraft:darkBlock, Dark Block
evilcraft:bloodStainedBlock, Blood Stained Block
evilcraft:lightningBomb:0, Lightning Bomb
evilcraft:bloodInfuser:0, Blood Infuser
evilcraft:bloodyCobblestone, Bloody Cobblestone
evilcraft:netherMonsterBlock:0, Nether Monster Egg
evilcraft:netherMonsterBlock:1, Nether Monster Egg
evilcraft:netherMonsterBlock:2, Nether Monster Egg
evilcraft:hardenedBlood, Hardened Blood
evilcraft:obscuredGlass, Obscured Glass
evilcraft:bloodChest:0, Blood Chest
evilcraft:environmentalAccumulator, Environmental Accumulator
evilcraft:undeadLeaves:0, Undead Leaves
evilcraft:undeadLog:0, Undead Log
evilcraft:undeadSapling:0, Undead Sapling
evilcraft:undeadPlank, Undead Plank
evilcraft:blockPoison:0, Poison
evilcraft:invisibleRedstoneBlock, Invisible Redstone Block
evilcraft:purifier:0, Purifier
evilcraft:darkBrick, Dark Brick
evilcraft:darkBloodBrick:0, Dark Blood Brick
evilcraft:spiritFurnace:0, Spirit Furnace
evilcraft:darkTank, Dark Tank
evilcraft:sanguinaryPedestal:0, Sanguinary Pedestal
evilcraft:sanguinaryPedestal:1, Sanguinary Pedestal
evilcraft:spikedPlate:0, Spiked Plate
evilcraft:spiritReanimator:0, Spirit Reanimator
evilcraft:entangledChalice, Entangled Chalice
evilcraft:darkPowerGemBlock, Dark Power Gem Block
evilcraft:gemStoneTorch:0, GemStone Torch
evilcraft:eternalWaterBlock, Eternal Water Block
evilcraft:bloodWaxedCoalBlock, Block of Blood-Waxed Coal
evilcraft:spiritPortal, Spirit Portal
evilcraft:colossalBloodChest:0, Colossal Blood Chest
evilcraft:reinforcedUndeadPlank:0, Reinforced Undead Plank
evilcraft:sanguinaryEnvironmentalAccumulator:0, Sanguinary Environmental Acc.
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:displayStand:0, Display Stand
evilcraft:werewolfBone, Werewolf Bone
evilcraft:werewolfFlesh:0, Werewolf Flesh
evilcraft:werewolfFlesh:1, Humanoid Flesh
evilcraft:lightningGrenade, Lightning Grenade
evilcraft:redstoneGrenade, Redstone Grenade
evilcraft:bloodExtractor, Blood Extractor
evilcraft:darkGem, Dark Gem
evilcraft:darkStick, Dark Stick
evilcraft:weatherContainer:0, Weather Container
evilcraft:weatherContainer:1, Weather Container
evilcraft:weatherContainer:2, Weather Container
evilcraft:weatherContainer:3, Weather Container
evilcraft:bloodPearlOfTeleportation, Blood Pearl of Teleportation
evilcraft:broom, Broom
evilcraft:hardenedBloodShard, Hardened Blood Shard
evilcraft:darkPowerGem, Dark Power Gem
evilcraft:bloodInfusionCore, Blood Infusion Core
evilcraft:poisonSac, Poison Sac
evilcraft:werewolfFur, Werewolf Fur
evilcraft:blook, Blook
evilcraft:potentiaSphere, Potentia Sphere
evilcraft:invertedPotentia:0, Inverted Potentia
evilcraft:invertedPotentia:1, Inverted Potentia
evilcraft:maceOfDistortion, Mace of Distortion
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:vengeanceRing, Vengeance Ring
evilcraft:vengeanceFocus:0, Vengeance Focus
evilcraft:vengeancePickaxe, Vengeance Pickaxe
evilcraft:burningGemStone, Burning GemStone
evilcraft:darkGemCrushed, Crushed Dark Gem
evilcraft:veinSword, Vein Sword
evilcraft:creativeBloodDrop, Creative Blood Drop
evilcraft:darkSpike, Spike
evilcraft:exaltedCrafter:0, Exalted Crafter
evilcraft:exaltedCrafter:1, Wooden Exalted Crafter
evilcraft:exaltedCrafter:2, Exalted Crafter
evilcraft:exaltedCrafter:3, Wooden Exalted Crafter
evilcraft:necromancerStaff, Necromancer Staff
evilcraft:invigoratingPendant, Invigorating Pendant
evilcraft:corruptedTear, Corrupted Tear
evilcraft:promise:0, Promise of Tenacity I
evilcraft:promise:1, Promise of Tenacity II
evilcraft:promise:2, Promise of Tenacity III
evilcraft:promise:3, Promise of Velocity
evilcraft:promise:4, Promise of Productivity
evilcraft:promiseAcceptor:0, Iron Promise Acceptor
evilcraft:promiseAcceptor:1, Gold Promise Acceptor
evilcraft:promiseAcceptor:2, Diamond Promise Acceptor
evilcraft:bowlOfPromises:0, Filled Bowl of Empty Promises
evilcraft:bowlOfPromises:1, Bowl of Empty Promises
evilcraft:bowlOfPromises:2, Bowl of Promises
evilcraft:bowlOfPromises:3, Bowl of Promises
evilcraft:bowlOfPromises:4, Bowl of Promises
evilcraft:bowlOfPromises:5, Bowl of Promises
evilcraft:dullDust, Dull Dust
evilcraft:bloodWaxedCoal, Blood-Waxed Coal
evilcraft:enderTear, Ender Tear
evilcraft:bloodPotash, Blood Potash
evilcraft:bucketEternalWater, Eternal Water Bucket
evilcraft:bloodOrb:0, Empty Orb
evilcraft:bloodOrb:1, Blood Orb
evilcraft:sceptreOfThunder, Sceptre of Thunder
evilcraft:originsOfDarkness, Origins of Darkness
evilcraft:darkenedApple, Darkened Apple
evilcraft:effortlessRing, Effortless Ring
evilcraft:condensedBlood, Condensed Blood
evilcraft:rejuvenatedFlesh, Rejuvenated Flesh
evilcraft:primedPendant, Primed Pendant
evilcraft:goldenString, Golden String
evilcraft:biomeExtract:0, Biome Extract Bottle
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:environmentalAccumulationCore, Environmental Accumulation Core
evilcraft:maceOfDestruction, Mace of Destruction
evilcraft:garmonbozia, Garmonbozia
evilcraft:poisonBottle, Poison Bottle
evilcraft:broomPart:0, Bare Rod
evilcraft:broomPart:0, Wooden Rod
evilcraft:broomPart:0, Stone Rod
evilcraft:broomPart:0, Bone Rod
evilcraft:broomPart:0, Blaze Rod
evilcraft:broomPart:0, Reed Rod
evilcraft:broomPart:0, Netherrack Rod
evilcraft:broomPart:0, Obsidian Rod
evilcraft:broomPart:0, Undead Rod
evilcraft:broomPart:0, Prismarine Rod
evilcraft:broomPart:0, Ice Rod
evilcraft:broomPart:0, Sponge Rod
evilcraft:broomPart:0, End Stone Rod
evilcraft:broomPart:0, Purpur Rod
evilcraft:broomPart:0, Bare Brush
evilcraft:broomPart:0, Wheat Brush
evilcraft:broomPart:0, Wool Brush
evilcraft:broomPart:0, Feather Brush
evilcraft:broomPart:0, Twig Brush
evilcraft:broomPart:0, Leaves Brush
evilcraft:broomPart:0, Bare Cap
evilcraft:broomPart:0, Dark Gem Cap
evilcraft:broomPart:0, Diamond Gem Cap
evilcraft:broomPart:0, Emerald Gem Cap
evilcraft:broomPart:0, Quartz Gem Cap
evilcraft:broomPart:0, Dark Power Gem Cap
evilcraft:broomPart:0, Skeleton Skull Cap
evilcraft:broomPart:0, Wither Skeleton Skull Cap
evilcraft:broomPart:0, Zombie Skull Cap
evilcraft:broomPart:0, Player Skull Cap
evilcraft:broomPart:0, Creeper Skull Cap
evilcraft:broomPart:0, Wither Skull Cap
evilcraft:broomPart:0, Iron Metal Cap
evilcraft:broomPart:0, Gold Metal Cap
evilcraft:broomPart:0, Copper Metal Cap
evilcraft:broomPart:0, Silver Metal Cap
evilcraft:broomPart:0, Aluminum Brass Metal Cap
evilcraft:broomPart:0, Ardite Metal Cap
evilcraft:broomPart:0, Cobalt Metal Cap
evilcraft:broomPart:0, Manyullyn Metal Cap
evilcraft:broomPart:0, Slime Cap
evilcraft:vengeanceEssence:0, Vengeance Essence
evilcraft:vengeanceEssence:1, Materialized Vengeance Essence
evilcraft:piercingVengeanceFocus:0, Piercing Vengeance Focus
evilcraft:spikeyClaws, Spikey Claws
evilcraft:spectralGlasses, Spectral Glasses
evilcraft:boxOfEternalClosure:0, Box of Eternal Closure
evilcraft:boxOfEternalClosure:0, Box of Eternal Closure
evilcraft:boundBloodDrop, Bound Blood Drop
extraalchemy:supporterMedal, item.null.name
extraalchemy:breakablePotion, item.null.name
extraalchemy:vial_break, item.null.name
zerocore:debugTool, Debug Tool
bigreactors:brOre:0, Yellorite Ore
bigreactors:brOre:1, Anglesite Ore
bigreactors:brOre:2, Benitoite Ore
bigreactors:blockMetals:0, Yellorium Block
bigreactors:blockMetals:1, Cyanite Block
bigreactors:blockMetals:2, Graphite Block
bigreactors:blockMetals:3, Blutonium Block
bigreactors:blockMetals:4, Ludicrite Block
bigreactors:blockMetals:5, Steel Block
bigreactors:reactorCasing:0, Reactor Casing (Legacy)
bigreactors:reactorGlass:0, Reactor Glass (Legacy)
bigreactors:reactorController:0, Reactor Controller (Legacy)
bigreactors:reactorPowerTapRF:0, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorPowerTapTesla:0, Reactor Tesla Power Tap (Legacy)
bigreactors:reactorAccessPort:0, Reactor Access Port (Legacy)
bigreactors:reactorCoolantPort:0, Reactor Coolant Port (Legacy)
bigreactors:reactorControlRod:0, Reactor Control Rod (Legacy)
bigreactors:reactorRedNetPort:0, Reactor RedNet Port (Legacy)
bigreactors:reactorComputerPort:0, Reactor Computer Port (Legacy)
bigreactors:reactorRedstonePort:0, Reactor Redstone Port (Legacy)
bigreactors:reactorFuelRod:0, Reactor Fuel Rod (Legacy)
bigreactors:reactorCreativeCoolantPort:0, Reactor Creative Coolant Port (Legacy)
bigreactors:turbineGlass:0, Turbine Glass (Legacy)
bigreactors:turbineHousing:0, Turbine Housing (Legacy)
bigreactors:turbineController:0, Turbine Controller (Legacy)
bigreactors:turbinePowerTapRF:0, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinePowerTapTesla:0, Turbine Tesla Power Tap (Legacy)
bigreactors:turbineComputerPort:0, Turbine Computer Port (Legacy)
bigreactors:turbineFluidPort:0, Turbine Fluid Port (Legacy)
bigreactors:turbineBearing:0, Turbine Rotor Bearing (Legacy)
bigreactors:turbineRotorShaft:0, Turbine Rotor Shaft (Legacy)
bigreactors:turbineRotorBlade:0, Turbine Rotor Blade (Legacy)
bigreactors:turbineCreativeSteamGenerator:0, Turbine Creative Steam Generator (Legacy)
bigreactors:ingotMetals:0, Yellorium Ingot
bigreactors:ingotMetals:1, Cyanite Ingot
bigreactors:ingotMetals:2, Graphite Bar
bigreactors:ingotMetals:3, Blutonium Ingot
bigreactors:ingotMetals:4, Ludicrite Ingot
bigreactors:ingotMetals:5, Steel Ingot
bigreactors:dustMetals:0, Yellorium Dust
bigreactors:dustMetals:1, Cyanite Dust
bigreactors:dustMetals:2, Graphite Dust
bigreactors:dustMetals:3, Blutonium Dust
bigreactors:dustMetals:4, Ludicrite Dust
bigreactors:dustMetals:5, Steel Dust
bigreactors:minerals:0, Anglesite (PbSO4)
bigreactors:minerals:1, Benitoite (BaTiSi3O9)
bigreactors:reactorCasingCores:0, Reactor Casing Core (Legacy)
bigreactors:turbineHousingCores:0, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
substratum:blockMetal1:0, Block of Copper
substratum:blockMetal1:1, Block of Tin
substratum:blockMetal1:2, Block of Bronze
substratum:blockMetal1:3, Block of Electrum
substratum:blockMetal1:4, Block of Invar
substratum:blockMetal1:5, Block of Nickel
substratum:blockMetal1:6, Block of Zinc
substratum:blockMetal1:7, Block of Brass
substratum:blockMetal1:8, Block of Silver
substratum:blockMetal1:9, Block of Steel
substratum:blockMetal1:10, Block of Lead
substratum:blockMetal1:11, Block of Platinum
substratum:blockMetal1:12, Block of Cupronickel
substratum:blockMetal1:13, Block of Signalum
substratum:blockMetal1:14, Block of Lumium
substratum:stairsCopper, Copper Stairs
substratum:stairsTin, Tin Stairs
substratum:stairsBronze, Bronze Stairs
substratum:stairsElectrum, Electrum Stairs
substratum:stairsInvar, Invar Stairs
substratum:stairsNickel, Nickel Stairs
substratum:stairsZinc, Zinc Stairs
substratum:stairsBrass, Brass Stairs
substratum:stairsSilver, Silver Stairs
substratum:stairsSteel, Steel Stairs
substratum:stairsLead, Lead Stairs
substratum:stairsPlatinum, Platinum Stairs
substratum:stairsCupronickel, Cupronickel Stairs
substratum:stairsSignalum, Signalum Stairs
substratum:stairsLumium, Lumium Stairs
substratum:blockMetal2:0, Block of Enderium
substratum:blockMetal2:1, Block of Aluminium
substratum:blockMetal2:2, Block of Chromium
substratum:stairsEnderium, Enderium Stairs
substratum:stairsAluminium, Aluminium Stairs
substratum:stairsChrome, Chromium Stairs
substratum:ore:0, Copper Ore
substratum:ore:1, Tin Ore
substratum:ore:2, Nickel Ore
substratum:ore:3, Zinc Ore
substratum:ore:4, Silver Ore
substratum:ore:5, Lead Ore
substratum:ore:6, Platinum Ore
substratum:ore:7, Alumina Ore
substratum:ore:8, Chromium Ore
substratum:oreDust:0, Sulfur Ore
substratum:oreDust:1, Niter Ore
substratum:slab1:0, Iron Slab
substratum:slab1:1, Gold Slab
substratum:slab1:2, Copper Slab
substratum:slab1:3, Tin Slab
substratum:slab1:4, Bronze Slab
substratum:slab1:5, Electrum Slab
substratum:slab1:6, Invar Slab
substratum:slab1:7, Nickel Slab
substratum:slab2:0, Zinc Slab
substratum:slab2:1, Brass Slab
substratum:slab2:2, Silver Slab
substratum:slab2:3, Steel Slab
substratum:slab2:4, Lead Slab
substratum:slab2:5, Platinum Slab
substratum:slab2:6, Cupronickel Slab
substratum:slab2:7, Signalum Slab
substratum:slab3:0, Lumium Slab
substratum:slab3:1, Enderium Slab
substratum:slab3:2, Aluminium Slab
substratum:slab3:3, Chromium Slab
substratum:stairsIron, Iron Stairs
substratum:stairsGold, Gold Stairs
substratum:ingot:0, Copper Ingot
substratum:ingot:1, Tin Ingot
substratum:ingot:2, Bronze Ingot
substratum:ingot:3, Electrum Ingot
substratum:ingot:4, Invar Ingot
substratum:ingot:5, Nickel Ingot
substratum:ingot:6, Zinc Ingot
substratum:ingot:7, Brass Ingot
substratum:ingot:8, Silver Ingot
substratum:ingot:9, Steel Ingot
substratum:ingot:10, Lead Ingot
substratum:ingot:11, Platinum Ingot
substratum:ingot:12, Cupronickel Ingot
substratum:ingot:13, Signalum Ingot
substratum:ingot:14, Lumium Ingot
substratum:ingot:15, Enderium Ingot
substratum:ingot:17, Aluminium Ingot
substratum:ingot:18, Chromium Ingot
tconstruct:molten_zinc:0, Molten Zinc
tconstruct:molten_brass:0, Molten Brass
substratum:dust:0, Coal Dust
substratum:dust:1, Iron Dust
substratum:dust:2, Gold Dust
substratum:dust:3, Copper Dust
substratum:dust:4, Tin Dust
substratum:dust:5, Bronze Dust
substratum:dust:6, Electrum Dust
substratum:dust:7, Invar Dust
substratum:dust:8, Nickel Dust
substratum:dust:9, Zinc Dust
substratum:dust:10, Brass Dust
substratum:dust:11, Silver Dust
substratum:dust:12, Steel Dust
substratum:dust:13, Lead Dust
substratum:dust:14, Platinum Dust
substratum:dust:15, Cupronickel Dust
substratum:dust:16, Ender Pearl Dust
substratum:dust:17, Signalum Dust
substratum:dust:18, Lumium Dust
substratum:dust:19, Enderium Dust
substratum:dust:20, Charcoal Dust
substratum:dust:21, Obsidian Dust
substratum:dust:22, Sulfur
substratum:dust:23, Niter
substratum:dust:24, Alumina Dust
substratum:dust:25, Aluminium Dust
substratum:dust:26, Chromium Dust
substratum:nugget:0, Iron Nugget
substratum:nugget:1, Copper Nugget
substratum:nugget:2, Tin Nugget
substratum:nugget:3, Bronze Nugget
